1,132,1
2,220,2
3,271,3
4,271,3
5,271,3
6,271,3
7,307,4
8,307,4
9,307,4
10,736,11
11,736,11
12,736,11
13,994,16
14,1296,21
15,1296,21
16,1296,21
17,1394,23
18,1394,23
19,1394,23
20,2152,36
21,3099,53
22,4774,82
23,3748,64
24,11027,192
25,7604,132
26,4774,82
27,11500,200
28,11500,200
29,11500,200
30,11500,200
31,11500,200
32,14122,246
33,14122,246
34,14122,246
35,14122,246
36,14122,246
37,14122,246
38,14122,246
39,14122,246
40,22877,400
41,22877,400
42,22877,400
43,22877,400
44,22877,400
45,22877,400
46,22877,400
47,22877,400
48,22877,400
49,22877,400
50,22877,400
51,22877,400
52,34528,604
53,34528,604
54,36978,647
55,36978,647
56,36978,647
57,36978,647
58,36978,647
59,36978,647
60,36978,647
61,36978,647
62,36978,647
63,36978,647
64,123220,2160
65,123220,2160
66,123220,2160
67,123220,2160
68,123220,2160
69,123220,2160
70,123220,2160
71,123220,2160
72,123220,2160
73,123220,2160
74,123220,2160
75,123220,2160
76,123220,2160
77,123220,2160
78,123220,2160
79,123220,2160
80,123220,2160
81,123220,2160
82,123220,2160
83,123220,2160
84,123220,2160
85,123220,2160
86,123220,2160
87,123220,2160
88,123220,2160
89,123220,2160
90,123220,2160
91,123220,2160
92,123220,2160
93,123220,2160
94,123220,2160
95,123220,2160
96,123220,2160
97,123220,2160
98,123220,2160
99,123220,2160
100,123220,2160
101,123220,2160
102,123220,2160
103,123220,2160
