1,132,1
2,220,2
3,271,3
4,329,4
5,329,4
6,329,4
7,331,4
8,447,6
9,449,6
10,500,7
11,1639,27
12,1639,27
13,1639,27
14,7607,132
15,1641,27
16,3675,63
17,4774,82
18,10512,183
19,11541,201
20,3268,56
21,18437,322
22,19857,347
23,19857,347
24,44905,786
25,44905,786
26,57954,1015
27,57954,1015
28,57954,1015
29,57954,1015
30,57954,1015
31,57954,1015
32,57954,1015
33,58354,1022
34,58354,1022
35,58354,1022
36,58354,1022
37,58354,1022
38,58354,1022
39,58354,1022
40,58354,1022
41,58354,1022
42,58354,1022
43,58354,1022
44,58354,1022
45,58354,1022
46,58354,1022
47,58354,1022
48,58354,1022
49,58354,1022
50,58354,1022
51,58354,1022
52,58354,1022
53,58354,1022
54,58354,1022
55,58354,1022
56,58354,1022
57,58354,1022
58,58354,1022
59,58354,1022
60,112446,1971
61,112446,1971
62,112446,1971
63,112446,1971
64,112446,1971
65,156280,2740
66,156280,2740
67,156280,2740
68,156280,2740
69,156280,2740
70,156280,2740
71,156280,2740
72,156280,2740
73,156280,2740
74,156280,2740
75,156280,2740
76,659020,11560
77,659020,11560
78,659020,11560
79,659020,11560
80,659020,11560
81,659020,11560
82,659020,11560
83,659020,11560
84,659020,11560
85,659020,11560
86,659020,11560
87,659020,11560
88,659020,11560
89,659020,11560
90,659020,11560
91,659020,11560
92,659020,11560
93,659020,11560
94,659020,11560
95,659020,11560
96,659020,11560
97,659020,11560
98,659020,11560
99,659020,11560
100,659020,11560
101,659020,11560
102,659020,11560
103,659020,11560
104,659020,11560
105,659020,11560
