1,132,1
2,251,3
3,251,3
4,476,7
5,476,7
6,476,7
7,476,7
8,476,7
9,476,7
10,476,7
11,476,7
12,476,7
13,476,7
14,898,14
15,898,14
16,898,14
17,898,14
18,898,14
19,898,14
20,898,14
21,898,14
22,898,14
23,898,14
24,898,14
25,898,14
26,958,15
27,958,15
28,958,15
29,958,15
30,1166,19
31,1166,19
32,1166,19
33,1166,19
34,1756,29
35,1756,29
36,1756,29
37,1756,29
38,1756,29
39,1756,29
40,1756,29
41,1756,29
42,1756,29
43,1756,29
44,2307,39
45,2307,39
46,3333,57
47,4929,85
48,3789,65
49,8422,146
50,17748,310
51,13877,242
52,8633,150
53,8633,150
54,17748,310
55,10530,183
56,10530,183
57,10530,183
58,10530,183
59,13985,244
60,28770,503
61,28770,503
62,50658,887
63,50658,887
64,50658,887
65,50658,887
66,50658,887
67,50658,887
68,50658,887
69,50658,887
70,50658,887
71,50658,887
72,50658,887
73,50658,887
74,50658,887
75,50658,887
76,50658,887
77,50658,887
78,50658,887
79,50658,887
80,50658,887
81,50658,887
82,104335,1829
83,104335,1829
84,104335,1829
85,104335,1829
86,104335,1829
87,104335,1829
88,104335,1829
89,104335,1829
90,104335,1829
91,104335,1829
92,104335,1829
93,104335,1829
94,104335,1829
95,104335,1829
96,104335,1829
97,104335,1829
98,104335,1829
99,104335,1829
100,104335,1829
101,104335,1829
102,104335,1829
103,104335,1829
104,104335,1829
105,104335,1829
106,104335,1829
107,104335,1829
108,104335,1829
109,104335,1829
110,104335,1829
111,104335,1829
