1,132,1
2,306,4
3,364,5
4,364,5
5,479,7
6,479,7
7,479,7
8,479,7
9,621,9
10,621,9
11,621,9
12,1443,24
13,1443,24
14,1443,24
15,4978,86
16,4978,86
17,4978,86
18,4978,86
19,4978,86
20,6321,109
21,6321,109
22,6321,109
23,6321,109
24,6321,109
25,6321,109
26,6826,118
27,6826,118
28,6826,118
29,6826,118
30,6826,118
31,6826,118
32,6826,118
33,6826,118
34,6826,118
35,6826,118
36,9914,172
37,9914,172
38,9914,172
39,9914,172
40,9914,172
41,9914,172
42,9914,172
43,11794,205
44,11794,205
45,11794,205
46,11794,205
47,13438,234
48,13438,234
49,13438,234
50,13438,234
51,13438,234
52,18520,323
53,27346,478
54,27346,478
55,27346,478
56,27346,478
57,27346,478
58,27346,478
59,27346,478
60,27346,478
61,27346,478
62,27346,478
63,27346,478
64,27346,478
65,27346,478
66,27346,478
67,27346,478
68,27346,478
69,27346,478
70,27346,478
71,27346,478
72,31916,558
73,31916,558
74,31916,558
75,31916,558
76,31916,558
77,31916,558
78,31916,558
79,35246,617
80,35246,617
81,35246,617
82,35246,617
83,35246,617
84,35246,617
85,35246,617
86,35246,617
87,35246,617
88,35246,617
89,35246,617
90,35246,617
91,35246,617
92,35246,617
93,35246,617
94,35246,617
95,35246,617
96,82613,1448
97,82613,1448
98,82613,1448
99,82613,1448
100,82613,1448
101,82613,1448
102,82613,1448
103,82613,1448
104,82613,1448
105,82613,1448
106,82613,1448
107,82613,1448
108,82613,1448
109,82613,1448
110,82613,1448
111,82613,1448
112,82613,1448
113,82613,1448
114,82613,1448
115,82613,1448
116,82613,1448
117,82613,1448
118,82613,1448
119,82613,1448
120,82613,1448
121,82613,1448
122,82613,1448
123,82613,1448
124,82613,1448
125,82613,1448
126,82613,1448
127,82613,1448
128,82613,1448
129,82613,1448
130,82613,1448
131,82613,1448
132,82613,1448
133,82613,1448
134,82613,1448
